1.00000000000000e+00,5.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00
1.00000000000000e+00,1.50000000000000e+01,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00
1.00000000000000e+00,2.50000000000000e+01,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00
5.00100000000000e+03,5.00000000000000e+00,6.00000000000000e+00,4.40000000000000e+01,2.10000000000000e+01,1.80000000000000e+01
5.00100000000000e+03,1.50000000000000e+01,1.60000000000000e+01,1.23000000000000e+02,5.50000000000000e+01,4.80000000000000e+01
5.00100000000000e+03,2.50000000000000e+01,2.60000000000000e+01,2.23000000000000e+02,8.70000000000000e+01,8.70000000000000e+01
1.00010000000000e+04,5.00000000000000e+00,1.20000000000000e+01,8.70000000000000e+01,4.20000000000000e+01,4.40000000000000e+01
1.00010000000000e+04,1.50000000000000e+01,3.00000000000000e+01,2.53000000000000e+02,1.12000000000000e+02,1.07000000000000e+02
1.00010000000000e+04,2.50000000000000e+01,5.00000000000000e+01,4.12000000000000e+02,1.96000000000000e+02,1.64000000000000e+02
1.50010000000000e+04,5.00000000000000e+00,1.80000000000000e+01,1.25000000000000e+02,5.70000000000000e+01,5.30000000000000e+01
1.50010000000000e+04,1.50000000000000e+01,4.90000000000000e+01,3.77000000000000e+02,1.84000000000000e+02,1.55000000000000e+02
1.50010000000000e+04,2.50000000000000e+01,7.60000000000000e+01,6.52000000000000e+02,2.84000000000000e+02,2.41000000000000e+02
2.00010000000000e+04,5.00000000000000e+00,2.50000000000000e+01,1.70000000000000e+02,7.40000000000000e+01,7.80000000000000e+01
2.00010000000000e+04,1.50000000000000e+01,6.90000000000000e+01,5.10000000000000e+02,2.32000000000000e+02,2.04000000000000e+02
2.00010000000000e+04,2.50000000000000e+01,1.06000000000000e+02,8.43000000000000e+02,3.82000000000000e+02,3.21000000000000e+02
2.50010000000000e+04,5.00000000000000e+00,2.70000000000000e+01,2.11000000000000e+02,8.70000000000000e+01,9.40000000000000e+01
2.50010000000000e+04,1.50000000000000e+01,7.80000000000000e+01,6.35000000000000e+02,2.78000000000000e+02,2.51000000000000e+02
2.50010000000000e+04,2.50000000000000e+01,1.34000000000000e+02,1.04100000000000e+03,4.75000000000000e+02,4.04000000000000e+02
3.00010000000000e+04,5.00000000000000e+00,3.30000000000000e+01,2.56000000000000e+02,1.10000000000000e+02,1.19000000000000e+02
3.00010000000000e+04,1.50000000000000e+01,9.60000000000000e+01,7.78000000000000e+02,3.30000000000000e+02,3.04000000000000e+02
3.00010000000000e+04,2.50000000000000e+01,1.48000000000000e+02,1.24200000000000e+03,5.71000000000000e+02,4.75000000000000e+02
3.50010000000000e+04,5.00000000000000e+00,3.80000000000000e+01,3.00000000000000e+02,1.31000000000000e+02,1.40000000000000e+02
3.50010000000000e+04,1.50000000000000e+01,1.18000000000000e+02,8.96000000000000e+02,4.05000000000000e+02,3.48000000000000e+02
3.50010000000000e+04,2.50000000000000e+01,2.39000000000000e+02,1.65500000000000e+03,7.84000000000000e+02,5.74000000000000e+02
4.00010000000000e+04,5.00000000000000e+00,4.60000000000000e+01,3.80000000000000e+02,1.58000000000000e+02,1.67000000000000e+02
4.00010000000000e+04,1.50000000000000e+01,1.30000000000000e+02,1.06600000000000e+03,5.64000000000000e+02,4.46000000000000e+02
4.00010000000000e+04,2.50000000000000e+01,2.02000000000000e+02,1.98400000000000e+03,9.24000000000000e+02,7.76000000000000e+02
4.50010000000000e+04,5.00000000000000e+00,5.40000000000000e+01,5.19000000000000e+02,2.00000000000000e+02,1.74000000000000e+02
4.50010000000000e+04,1.50000000000000e+01,1.85000000000000e+02,1.24800000000000e+03,5.25000000000000e+02,5.23000000000000e+02
4.50010000000000e+04,2.50000000000000e+01,2.77000000000000e+02,2.22100000000000e+03,1.08300000000000e+03,8.61000000000000e+02
5.00010000000000e+04,5.00000000000000e+00,6.20000000000000e+01,4.49000000000000e+02,1.89000000000000e+02,2.20000000000000e+02
5.00010000000000e+04,1.50000000000000e+01,1.58000000000000e+02,1.28000000000000e+03,5.55000000000000e+02,4.89000000000000e+02
5.00010000000000e+04,2.50000000000000e+01,2.47000000000000e+02,2.03900000000000e+03,1.02600000000000e+03,8.33000000000000e+02
5.50010000000000e+04,5.00000000000000e+00,7.00000000000000e+01,4.66000000000000e+02,1.95000000000000e+02,2.09000000000000e+02
5.50010000000000e+04,1.50000000000000e+01,1.77000000000000e+02,1.38400000000000e+03,6.23000000000000e+02,5.35000000000000e+02
